Age,Gender,Ethnicity,Race,Semestrs,Credits,Suspic,MEAQ01,MEAQ02,MEAQ03,MEAQ04,MEAQ05,MEAQ06,MEAQ07,MEAQ08,MEAQ09,MEAQ10,MEAQ11,MEAQ12,MEAQ13,MEAQ14,MEAQ15,MEAQ16,MEAQ17,MEAQ18,MEAQ19,MEAQ20,MEAQ21,MEAQ22,MEAQ23,MEAQ24,MEAQ25,MEAQ26,MEAQ27,MEAQ28,MEAQ29,MEAQ30,MEAQ31,MEAQ32,MEAQ33,MEAQ34,MEAQ35,MEAQ36,MEAQ37,MEAQ38,MEAQ39,MEAQ40,MEAQ41,MEAQ42,MEAQ43,MEAQ44,MEAQ45,MEAQ46,MEAQ47,MEAQ48,MEAQ49,MEAQ50,MEAQ51,MEAQ52,MEAQ53,MEAQ54,MEAQ55,MEAQ56,MEAQ57,MEAQ58,MEAQ59,MEAQ60,MEAQ61,MEAQ62,MEAQ23RV,MEAQ30RV,MEAQ6RV,MEAQ12RV,MEAQ18RV,MEAQ24RV,MEAQ29RV,MEAQ37RV,MEAQ43RV,MEAQ48RV,MEAQ53RV,MEAQ57RV,MEAQ62RV,EADEVAL,EABEHAV,EADISTRA,EAREPRES,EAPROCRA,EATOLERA,EATOLREV,MEAQTOT,MEAQBV
19,0,0,1,2, ,0,6,2,4,3,5,3,2,4,4,1,5,4,5,4,5,3,4,2,2,4,2,5,6,3,3,6,3,2,2,5,6,3,4,5,5,4,4,5,4,4,2,3,3,4,4,2,1,2,2,2,4,2,4,3,4,2,3,1,4,1,5,4,1,2,4,3,5,4,5,3,4,5,3,4,3,45,47,29,28,24,34,43,216,48
18,1,0,1,1,16,0,5,2,3,1,4,4,3,2,4,2,4,5,4,2,4,2,3,3,3,4,2,4,4,5,4,2,4,1,5,4,5,2,4,3,1,2,4,5,3,4,2,2,4,3,4,2,2,3,1,3,2,1,5,3,3,2,4,2,2,1,3,6,3,3,3,2,4,2,2,3,3,4,2,3,1,43,31,27,21,20,48,29,171,40
18,0,0,1, ,15,0,4,4,4,6,6,5,3,3,3,4,6,4,6,4,5,5,6,5,4,4,2,3,2,5,5,1,4,4,3,2,5,4,3,4,4,5,3,4,5,3,5,3,4,4,5,5,6,5,4,4,4,5,3,5,3,5,3,3,3,4,4,2,5,5,2,3,2,2,4,4,3,2,4,4,5,55,40,25,58,37,42,35,250,61
22,0,1,6,12,15,0,4,1,4,4,6,6,1,4,4,3,6,5,5,2,5,1,5,5,2,3,2,4,5,5,1,1,2,3,5,4,4,2,4,1,1,5,4,3,2,3,1,4,5,1,2,1,5,4,3,1,3,1,5,2,4,1,4,1,4,3,1,4,2,3,1,2,2,2,2,3,2,3,2,3,3,24,31,26,26,34,52,25,166,33
19,0,0,1,1,16,0,5,4,5,2,3,6,2,3,5,1,2,5,5,5,5,2,4,4,5,4,3,5,5,5,1,4,4,4,4,5,5,4,5,4,4,4,5,4,3,4,2,4,4,2,4,4,4,3,1,4,4,3,6,4,4,2,5,1,4,1,4,5,2,2,1,2,3,2,3,2,3,4,1,2,2,45,44,33,31,23,52,25,201,49
21,0,0,1,4,12,0,5,4,4,3,3,5,4,2,4,3,4,5,5,3,4,3,4,4,4,4,3,4,4,4,4,3,4,2,4,5,5,3,3,3,3,4,3,3,4,3,4,3,5,3,3,3,4,4,2,3,2,3,5,4,2,3,4,4,3,2,5,4,3,2,2,2,3,3,3,4,2,3,2,3,3,51,34,26,37,24,47,30,202,50
19,0,1,1,0,11,0,4,6,4,2,3,4,2,2,3,3,5,3,3,2,3,2,4,2,6,2,2,4,5,4,5,2,4,4,3,3,2,3,3,1,3,4,4,3,3,2,1,2,3,3,3,1,2,2,1,3,2,2,4,5,3,1,4,1,2,3,5,5,2,4,3,4,5,3,4,3,4,5,3,3,2,45,28,23,27,24,38,39,186,41
18,0,0,6, ,15,0,4,4,4,5,6,5,4,1,4,4,5,5,5,1,1,3,6,3,5,4,4,4,5,5,3,2,5,3,3,4,4,4,4,4,4,5,4,4,3,3,4,4,4,5,3,4,4,4,3,4,3,1,4,4,4,3,4,3,3,2,3,4,2,3,2,2,4,2,4,3,3,3,3,3,3,52,32,25,42,33,45,32,216,55
18,0,0,1,1,10,0,5,5,3,5,5,4,2,2,3,3,5,3,3,5,4,4,5,4,4,4,3,3,3,4,2,3,3,4,4,4,3,3,3,1,2,5,5,5,4,3,4,4,3,3,4,2,4,4,2,2,5,3,4,5,4,2,4,2,5,4,3,4,4,3,3,4,3,3,3,2,4,3,3,3,3,40,44,22,42,31,43,34,213,50
 ,1,0,2,26,6,0,6,2,4,1,1,6,1,1,5,1,2,1,1,1,1,1,1,6,4,6,1,4,6,6,6,1,4,1,6,6,1,4,1,1,3,1,6,4,3,1,1,1,6,3,2,4,1,4,1,1,1,1,6,1,1,1,6,1,1,1,6,6,1,1,1,6,1,1,1,1,1,3,1,1,1,32,27,20,18,8,59,18,123,29
44,1,0,1,208,13,0,5,3,4,6,6,6,2,4,4,6,6,5,2,5,6,5,5,5,4,5,3,2,2,4,3,5,5,4,3,3,4,3,4,4,6,6,6,2,4,4,6,4,3,4,6,5,4,3,5,5,4,4,5,3,4,5,3,2,4,4,3,5,5,4,1,2,2,3,4,1,4,4,2,4,2,41,49,29,64,35,48,29,247,66
18,0,0,2,0,15,0,5,4,4,4,4,5,5,2,4,4,4,5,2,4,4,3,4,3,5,5,4,4,4,4,5,4,4,2,4,5,5,4,4,4,5,4,4,3,4,4,3,3,3,5,4,4,4,4,3,3,3,3,4,5,4,4,4,4,4,3,4,4,3,2,2,2,4,3,3,3,4,3,3,3,3,54,43,28,45,25,44,33,228,58
18,0,0,1,0,15,0,6,1,5,4,5,4,1,1,3,1,4,6,4,4,5,2,5,1,1,1,4,4,6,4,1,1,1,1,5,5,4,4,4,1,1,4,5,1,4,4,2,3,5,1,1,1,1,1,1,1,4,2,6,1,1,1,6,1,4,1,1,5,1,2,3,1,6,3,2,2,2,6,1,1,2,19,31,26,22,24,48,29,151,34
18,0,1,1,0,16,0,4,1,5,2,2,5,1,2,5,4,2,6,5,3,5,2,2,4,4,2,2,5,6,6,2,1,2,2,5,5,4,2,4,2,2,2,5,4,3,4,1,2,5,4,2,2,2,3,2,3,2,2,5,4,2,1,5,1,3,2,2,5,1,2,2,1,3,1,2,2,2,4,2,2,2,37,26,30,25,14,54,23,155,34
19,0,0,1,2, ,0,3,3,4,3,4,4,2,1,4,1,3,5,3,3,4,4,4,5,3,3,2,5,5,5,3,3,4,2,6,5,3,2,5,3,1,3,5,3,4,3,3,3,4,2,3,4,2,4,1,3,3,4,5,3,3,3,4,2,3,1,2,5,2,2,3,2,2,2,1,2,3,3,2,3,2,35,31,29,31,21,52,25,172,43
19,0,0,4,2,18,0,5,5,3,4,3,5,3,3,4,2,4,5,4,4,4,4,4,3,6,5,3,3,4,4,4,3,3,3,2,2,4,2,2,1,5,5,5,1,2,2,2,5,3,2,4,3,5,3,1,1,4,1,5,6,2,2,3,2,3,1,6,6,3,5,2,2,4,3,5,2,4,4,2,4,1,45,37,21,34,31,44,33,201,46
18,0,0,4,1,15,0,6,4,6,6,3,2,4,1,6,4,4,4,5,6,4,1,6,5,6,4,2,5,2,6,3,1,5,3,1,3,6,4,5,4,4,4,4,6,5,3,6,5,4,6,4,1,6,4,2,5,5,1,2,6,6,5,2,4,5,2,4,3,5,4,5,3,2,1,6,3,3,3,5,5,4,63,47,34,42,32,37,40,258,73
18,0,1,1,0,15,0,5,2,3,2,5,5,1,1,4,5,4,4,5,1,3,4,2,4,4,3,1,4,6,6,5,2,3,1,5,4,3,4,4,1,4,2,5,1,3,3,1,3,5,6,3,6,4,5,2,5,2,1,3,4,2,3,4,1,2,1,1,5,1,3,2,3,3,1,2,2,2,2,4,3,2,39,28,24,32,23,51,26,172,45
20,0,0,1,4,16,0,5,2,4,4,4,4,2,4,5,2,5,5,3,4,4,2,2,2,2,3,2,3,4,5,2,4,2,2,2,5,4,3,4,4,2,5,5,5,4,4,2,2,5,5,4,2,5,5,2,1,5,4,4,2,4,2,5,2,4,2,3,5,3,2,3,2,5,2,5,2,2,2,3,2,2,37,44,26,31,25,47,30,193,47
19, ,1,6, ,15,0,3,6,5,6,4,3,1,2,6,4,4,6,3,6,4,6,4,5,4,5,6,4,2,6,5,2,4,4,2,1,3,4,4,3,4,6,6,6,4,4,4,6,6,4,4,5,1,6,5,5,3,2,6,6,4,3,3,2,4,6,5,6,5,6,4,1,2,1,5,1,1,1,1,4,1,53,41,31,60,31,55,22,238,66
20,0,0,1,2,15,0,2,2,4,4,4,5,1,2,5,1,4,5,3,3,4,4,4,5,4,2,1,5,5,5,2,2,2,1,5,3,3,1,4,1,1,4,5,1,1,3,2,3,5,2,1,5,4,5,2,3,2,2,5,1,1,1,5,1,1,1,1,5,2,4,2,2,2,2,2,2,2,2,2,2,2,25,18,27,27,27,55,22,146,32
18,0,1,6, ,24,0,5,6,4,3,4,3,3,5,4,4,4,4,4,4,5,2,3,4,4,4,3,4,5,6,6,5,4,4,2,5,4,4,4,6,2,4,5,2,4,3,2,2,4,5,5,2,2,4,2,5,5,2,4,5,3,2,3,2,5,5,3,5,2,2,4,3,3,1,5,2,3,3,3,4,2,55,49,28,35,21,44,33,221,59
18,0,1,6,0,15,0,5,6,6,4,5,3,4,2,5,2,5,4,6,5,5,2,5,3,4,5,2,5,5,5,4,4,5,2,5,4,5,4,5,4,4,4,3,5,5,5,2,4,4,5,5,2,5,4,3,4,5,2,5,5,5,3,5,3,5,2,6,5,2,3,4,3,4,2,2,4,3,3,2,2,2,61,50,36,32,31,46,31,241,60
18,0,1,6, , ,0,5,5,5,5,4,4,4,4,5,1,4,6,5,5,6,3,4,2,6,5,4,5,4,5,5,2,4,2,4,4,5,5,6,6,4,6,5,5,5,6,4,5,5,2,5,2,3,2,1,6,5,2,6,6,5,1,5,4,4,2,6,5,3,3,3,1,5,2,3,2,2,5,1,2,2,65,50,37,34,29,49,28,243,65
19,0,1,1,0,15,0,4,2,3,2,3,5,3,2,5,4,5,4,4,3,4,2,4,4,4,4,2,3,5,5,3,3,4,2,4,4,3,2,5,3,2,3,5,3,2,5,1,3,3,3,3,2,4,3,2,4,3,2,5,4,3,1,4,3,3,4,3,2,2,3,2,3,3,2,3,2,4,4,2,3,5,42,32,29,28,25,44,33,189,44
19,0,0,1, ,15,0,5,4,5,2,5,4,2,4,5,4,4,5,5,4,5,2,4,4,4,4,4,4,6,5,4,4,4,2,5,5,5,4,5,3,4,5,4,2,4,3,4,5,4,3,2,3,3,2,2,3,5,4,4,4,4,4,4,4,4,4,4,4,1,2,3,2,3,2,2,3,3,5,3,3,3,47,44,31,40,28,45,32,222,57
23,0,0,2,10,6,0,4,5,4,3,4,4,3,4,4,4,4,3,4,4,4,3,3,3,4,4,3,4,4,4,4,4,4,2,3,4,4,3,4,5,2,4,4,3,4,4,3,3,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4.03985280720856,4,4,3,3,3,3,3,4,4,3,4,3,3,4,3,3,4,50.0398528072086,43,28,42,25,39,38,226.039852807209,56.0398528072086
19,1,0,2,37287,15,0,4,5,5,5,6,6,4,3,4,4,6,4,3,4,5,4,5,5,5,4,5,4,4,5,4,4,3,3,3,4,5,4,4,5,5,5,4,5,4,4,3,3,4,3,4,3,4,4,2,3,3,2,4,4,4,4,3,2,4,3.53630333435168,5,4,3,3,1,3,2,2,4,3,3,3,3,4,3,53,42,29,46.5363033343517,32,46,31,233.536303334352,54
18,0,1,1,0,5,0,6,4,4,4,4,4,2,3,4,2,5,3,5,4,4,4,5,4,4,4,4,4,4,5,5,5,4,2,2,3,5,4,4,2,4,5,4,6,4,4,4,5,3,5,5,4,5,4,3,4,5,3,4,6,6,2,2,2,2,1.58380113594924,4,4,3,4,3,4,3,2,5,3,4,3,3,5,3,54,48,28,40.5838011359492,33,39,38,241.583801135949,60
19,0,1,2,1,12,0,5,4,4,5,4,4,3,2,5,4,5,5,5,4,4,3,4,3,4,4,4,4,3,4,4,5,4,3,4,4,5,4,4,5,5,4,4,4,4,4,5,5,4,4,4,4,4,4,3,3,4,4,4,4,4,4.30340326177553,3,3,4,4,4,5,4,3,3,2,4,3,3,3,3,3,3,4,2,52,44,29,52.3034032617755,29,44,33,239.303403261776,59.3034032617755
21,0,0,1,6,12,0,6,6,6,6,6,6,4,6,6,6,6,4,6,6,6,5,5,5,5,5.648311368201,4,5,5,5,4,6,5,5,1,6,6,4,6,6,6,1,1,6,6,5,5,1,2,6,5,5,1,3,3,6,6,1,6,6,6,6,6,6,6,6,6,6,2,1,1,3,2,2,6,6,5,4,1,1,1,73,62.648311368201,39,60,21,45,32,287.648311368201,73
22,0,0,2,8,14,0,6,6,6,5,4,5,1,1,6,3,4,6,2,2,6,1,6,6,1,5,1,6,5,6,1,4,3,1,5,5,3.69179625629754,1,6,1,6,4,5,1,3,6,2,3,5,1,4,1,5,6,1,2,5,1,6,2,3,1,3,1,4,1,2,6,2,2,2,1,1,1,2,2,2,1,1,4,1,24.6917962562975,38,39,26,28,59,18,173.691796256298,37
19,0,0,1, ,15,0,6,6,4,2,4,5,4,6,4,4,4,4,4,5,5,4,3,3,4,6,3,6,6,5,6,5,5,3,5,5,5,3,6,4,2,5,4.3523213595112,5,5,4,3,3,4,4,6,4,3,3,3,3,5,3,4,4,5,2,2,3,5,2,5,5,1,2,2,3,4,2,2,2.6476786404888,3,4,3,5,2,57,57,34,36,24,44.3523213595112,32.6476786404888,240.647678640489,61
19,1,0,1,0,12,0,2,2,6,2,3,5,3,1,4,2,5,5,4,5,4,4,5,5,6,4,2,3,4,4,5,5,5,4,5,3,3,2,5,5,2,4,4,5,3,4,3,2,3,4,4,4,4,4,2,2,3,3,4.30443041368892,4,3,3,4,2,3,3,5,5,3,4,2,2,2,3,2,3,4,3,2.69556958631108,3,2,50,35,31,37,27,48.3044304136889,28.6955695863111,208.695569586311,51
18,0,0,1,0,5,0,4,5,6,5,5,5,3,3,5,5,4,4,2,4,5,5,5,2,3,4,3,5,2,3,6,2,5,4,3,2,3,3,5,4,5,3,3,3,5,5,5,3,3,4,3,5,5,3,5,4,4,3,3,5,3.11343543789603,4,3,3,3,4,5,3,5,5,2,3,5,4,4,4,4,4,4,4,4,50,38.113435437896,36,58,30,35,42,254.113435437896,59
18,0,0,1,0,13,0,5,2,5,5,4,5,2,3,5,3,4,5,3,4,6,4,3,4,5,4,3,6,2,4,5,5,5,4,4,3,4,3,6,4,5,3,5,5,4,5,4,3,4,3,4,4,2,4,3,2,4,4,5.04766365914289,5,4,5,4,2,4,4,4,4,5,4,2,2,3,3,3,2,3,3,1.95233634085711,3,3,46,44,38,53,23,48.0476636591429,28.9523363408571,232.952336340857,56
22,0,0,1,8,12,0,6,6,6,4,5,5,4,3,4.78076818818821,1,1,6,5,5,5,4,4,6,5,5,1,5,5,6,4,6,5,1,5,5,5,5,6,5,6,5,6,5,4,5,1,6,6,3,5,1,6,5,2,5,6,1,6,5,5,1,6,4,1,1,6,6,2,2,2,1,1,1,2,1,1,2,1,1,1,62,51,36.7807681881882,26,29,63,14,218.780768188188,58
19,0,0,1,3,12,0,6,6,6,6,6,4,1,4,5,1,6,1,6,6,6,4,6,1,4,6,6,5.7069031349682,6,4,4,6,6,4,1,1,6,6,6,2,1,6,6,6,6,6,1,6,2,2,6,6,6,1,1,1,3,1,5,6,6,1,4,1,6,1,2,4,1,6,3,6,6,3,6,1,5,6,2,3,3,47,61,40.7069031349682,34,42,33,44,268.706903134968,64
21,0,0,4, ,15,0,3,2,4,3,4,4,3,2,2,2,2,3,3,3,3,1,1,2,2,2,4,4,3,4,5,6,5,3,3,4,2.67779569188951,2,1,1,2,1,3,3,2,5,5,5,6,6,5,5,4,4,5,3,3,4,4,4,2,3,3,3,3,3,3,3,4,3,3,4,5,3,4,4,1,3,3,4,4,40.6777956918895,33,24,44,20,39,38,199.67779569189,54
18,1,0,1,0,12,0,2,1,4,3,3,4,1,1,4,2,4,6,2,1,3,4,4,6,2,2,1,4,5,6,3,1,3,1,6,6,4,1,2,2,1,4,5,3,1,3,2,4,6,3.51018839293705,3,4,4,6,1,4,1,4,6,4,1,3,6,1,1,2,5,6,2,1,3,1,1,1,1,2,1,1,1,1,1,35.5101883929371,15,23,30,24,63,14,141.510188392937,36.5101883929371
18,0,0,6, ,14,0,3,1,3,3,4,6,1,3,3,3,3,3,6,3,3,1,4,3,4,3,4,5,5,5,1,1,6,2,2,4,3,3,4,2,2,4,3,3,4,4,3,4,4,3,4,2,3.85554396026414,3,4,3,3,4,5,4,3,4,4,4,4,4,4,3,2,3,1,4,4,2,5,4,3,4,2,3,4,39,34,28,38,25.8555439602641,41,36,200.855543960264,55
22,0,1,1,4,9,0,5,3,4,2,6,4,1,3,3,4,5,3,4,3,4,1,6,5,4,3,2,3,6,5,1,5,3,1,2,2,5,4,3,2,2,6,4,2,3,3,1,5,3,3,4,1.87479070558598,4,5,1,4,4,1,5,3,4,1,4,1,4,1,3,4,1,5,3,4,2,2,5,3,4,2,2,3,3,36,42,23,19.874790705586,37,44,33,190.874790705586,48
19,1,0,4,2,12,0,4,4,4,4,3,4,4,3,4,4,4,4,4,5,3,3,3,3,4,4,5,3,3,4,5,5,5,5,4,4,4,3,3,2,4,4,4,1,3.40854143644254,5,3,4,4,6,4,4,4,3,4,5,4,4,4,3,4,4,5,4,4,3,4,5,4,3,3,3,4,3,3,3,3,4,3,2,2,50,43.4085414364425,27,51,25,44,33,229.408541436443,62
19,0,0,1,3,16,0,4,5,4,2,4,4,3,1,2,2,2,5,3,2,3,1,6,3,3,2,1.51355445999744,4,5,4,4,4,3,2,4,3,4,2,3,2,5,3,4,5,4,2,2,2,3,3,4,2,2,3,1,3,3,2,5,4,2,2,3,2,3,3,5,4,2,4,3,2,4,3,3,3,4,4,2,4,3,46,31,21,27.5135544599974,23,42,35,183.513554459997,41
21,0,1,6,6,7,0,6,4,5,1,2,5,4,3,6,1,4,5,4,6,4,4,2,1,5,3,1,4,6,4,4,2,4,1,5,6,4,3,5,6,1,2,6,4.55680473834188,6,5,1,1,5,5,6,4,3,4,1,1,4,1,5,5,3,1,6,4,4,5,5,6,1,1,2,2,6,3,2,1,2,3,2,1,1,55.5568047383419,46,33,23,15,52,25,197.556804738342,49
26,0,0,1,5,12,0,4,6,5,4,3,5,1,3,4,3,4,4,3,4,5.40143254262621,1,2,5,2,4,2,5,4,6,2,4,5,3,5,4,6,3,5,1,4,4,6,6,5,4,2,1,1,2,4,1,4,5,1,5,5,3,4,5,2,1,4,1,4,2,4,4,3,3,2,3,2,1,2,1,6,2,3,3,3,44,42,33.4014325426262,30,21,49,28,198.401432542626,45
20,0,1,1,48,12,0,5,5,5,2,3,5,3,3,5,1,1,5,4,3,3,2,2,5,5,4,1,5,5,5,4.8070116313205,3,4,2,5,5,5,2,5,4,1,1,5,5,4,5,1,1,5,4,2,1,1,5,1,1,3,2,5,4,2,2,4,3,2,1,4,5,2,2,2,2,2,2,2,2,2,2,2,3,2,51.8070116313205,33,32,19,11,54,23,169.807011631321,37.8070116313205
20,0,1,6,4,14,0,6,6,4,2,3,6,3,3,5,2,2,5,4,2.61456180668116,5,4,3,3,4,3,3,5,6,3,3,3,3,1,6,5,5,2,4,2,2,2,6,4,3,4,2,3,6,1,3,3,2,4,1,4,2,2,5,4,3,2,6,2,2,1,4,6,1,2,1,2,4,4,1,1,1,3,2,1,1,46,32.6145618066812,30,26,17,56,21,172.614561806681,36.6145618066812
18,0,0,1,0,15,0,5,1,4,2,4,4,2,1,5,1,5,6,2,1,4,2,4,6,5,4,2,3,5,6,2,1,3,1,6,2,4,2,3.74994701872488,4,1,4,6,2,4,4,2,4,6,2,5,2,3,6,1,2,4,2,6,2,3,1,6,1,4,1,3,6,2,5,3,1,1,1,1,1,1,1,1,1,1,32,34,26.7499470187249,20,29,64,13,154.749947018725,37.7499470187249
20,0,0,1,42,12,0,6,6,6,4,4,3,6,6,4,4,4,4,5,6,5,3,3,3,4,6,6,6,2,4,5,5,5,2,2,4,5,4,4,4,5,4,4,4,5,5,5,2,3,4,5,5,3,4,5,5,5,1,4,6,6,4,3,4,6,3.93525205444402,4,4,5,3,4,3,4,3,5,3,4,3,3,4,3,62,60,35,52.935252054444,23,38,39,271.935252054444,68
20,0,0,2,2,9,0,6,5,4,4,4,2,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,4,4,4,4,4,4,4,4.09231069625496,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,6,4,4,4,3,4,5,3,3,3,3,3,3,3,3,3,3,53,49.092310696255,28,55,28,42,35,248.092310696255,62
 ,0,1,1, ,15,0,2,4,4,5,4,4,2,3,3,4,4,3,4,3,4,2,3,4,4,3,2,4,4,3,3,3.08352621230042,4,3,4,4,4,2,3,2,3,4,3,5,3,4,4,3,3,4,3,2,2,4,2,2,3,2,4,4,4,2,2,2,3,2,3,3,3,3,3,4,3,4,3,4,4,3,3,5,4,43,32.0835262123004,26,36,23,37,40,200.0835262123,45
18,0,0,4, ,15,0,4,6,4,4,4,4,5,3,4,4,4,3,3,3,4,3,4,3,5,4,3,5,3,4,4,4,4,3,4,3,4,4,5,3,5,4,4,4,3,4,3,3,4,4,4,3,3.96131630711434,4,4,4,3,3,4,5,4,3,4,4,4,3,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,55,40,30,45,26.9613163071143,42,35,231.961316307114,56
18,0,0,1, ,12,0,6,4,3,1,2,5,4,1,4,1,3,5,2,2,4,4,3,2,4,4,1,4,5,5,2,2,1,1,5,5,4,1,4,4,4,2,5,3,3,3,1,1,4,1,2,2,1,2,1,1,2,2,6,4,1,1,6,3,2,1.26072310275979,5,5,2,2,2,2,5,2,2,2,3,5,1,1,2,41,26,23,22.2607231027598,14,50,27,153.26072310276,26
18,0,0,2,0,12,0,3,5,3,2,4,4,3,3,2,3,5,4,4,2,2,2,4,3,3.89851869221848,3,2,2,4,4,3,5,3,4,2,3,4,3,3,4,4,3,3,4,3,3,3,5,4,4,4,3,5,3,4,4,3,4,4,5,4,3,4,3,4,4,6,4,3,4,3,3,4,3,5,4,3,4,3,3,3,52.8985186922185,37,18,41,30,39,38,216.898518692218,52
18,0,0,4,1,13,0,4,4,3,4,4,6,4,4,4,3,4,5,4,2,3,4,4,5,6,2,3,4,5,3,5,3,4,4,6,6,4,3,4,4,5,4,6,4,2,3.9091045665842,5,5,4,3,3,4,2,3,3,2,4,3,5,5,4,4,5,6,3,4,5,4,2,1,1,2,2,4,1,1,3,4,2,2,3,56,34,25.9091045665842,48,24,52,25,212.909104566584,54
19,1,1, ,2,12,0,6,3,4,2,4,5,2,2,5,1,2,5,5,2,4,2,6,6,2,4,3,5,3,6,3,3,2,2,6,5,5,4,2,3,2,5,6,4,5,6,2,2,5,3,2,2,5,4.74393973518023,1,2,5,2,5,2,4,5,5,2,4,4,5,5,4,2,2,2,1,1,1,1,2,2.25606026481977,2,2,2,41,41,28,32,26,58.7439397351802,18.2560602648198,186.25606026482,41
19,0,0,1,1,12,0,6,6,5,2,5,4,5,3,5,2,5,4,6,4,5,4,5,4,6,4,5,6,4,5,3,4,5,2,5,5,6,3,6,6,3,5,5,4,4,6,2,2,5,5,5,3,4,5,2,3,5,2,5,6,3,1.98354356121672,5,5,5,1,5,5,3,2,3,3,3,2,2,2,2,2,2,2,2,66,46,38,32.9835435612167,28,52,25,235.983543561217,56.9835435612167
18,0,0,1,1,16,0,4,4,4,3,5,5,3,2,3,2,5,4,4,3,4,2,5,4,3,3,5,4.03072550664777,5,3,3,4,4,1,4,3,5,3,4,4,4,5,3,4,2,3,2,4,3,3,3,3,5,3,2,2,3,3,5,4,3,2,4,3,3,1,4,4,2,4,2,3,3,4,3,4,4,4,2,3,3,46,33,26.0307255066478,32,33,42,35,205.030725506648,47
 ,0,0,1,2,16,0,5,2,5,5,4,5,2,2,5,1,3,5,5,2,2,6,5,3,5,3,2,5,4,5,2.98014675769491,4,4,3,6,6,6,3,5,3,5,5,5,5,2,4,4,3,4,2,2,4,1,3,2,4,3,4,5,4,4,4,4,2,4,2,2,6,3,1,2,2,4,2,1,2,3,4,2,3,1,44.9801467576949,34,30,45,22,51,26,201.980146757695,47.9801467576949
18,0,0,1,0,12,0,6,6,6,1,6,6,6,6,1,1,6,1,6,6,5,1,6,6,6,6,6,5,6,6,6,1,6,1,1,6,6,5,6,2,2,6,1,6,6,1,1,6,6,6,6,1,6,5,1,1,3,1,1,6,3.57243669830711,1,1,6,5,1,6,1,1,1,1,6,1,1,6,6,1,2,6,6,6,69,53.5724366983071,30,19,37,35,42,250.572436698307,73
25,0,0,1,6,15,0,4,2,3,2,3,5,1,4,4,1,3,6,3.65961587080684,2,4,1,1,6,3,5,1,4,5,6,3,2,3,1,5,5,5,4,4,2,4,1,6,3,4,3,1,1,6,1,3,1,1,6,1,2,3,1,6,4,4,1,6,1,3,1,1,6,2,2,2,1,1,1,2,1,1,1,1,1,1,31.6596158708068,38,25,18,12,64,13,137.659615870807,32
21,1,0,4,106,13,0,3,3,3,4,3,3,4,3,3,4,3,2,3,3,4,3,3,3,4,4,4,4,3,4,3,4,4,3,3,4,3.16674640099748,3,3,3,4,4,4,3,4,4,4,5,4,4,4,4,4,4,3,4,4,4,3,3,4,4,4,3,4,4,4,3,4,3,4,5,4,3,4,3,3,3,4,3,4,44.1667464009975,40,25,49,25,37,40,223.166746400997,56
62,1,0,1, , ,0,2,6,5,4,5,6,3,1,5,2,5,6,4,2,5,1,2,4,5,5,2,5,5,5,1,3,4,1,6,5,4,1,5,4.69947586352408,4,4,6,5,5,4,3,4,3,4,4,4,4,4,1,4,1,4,6,5,4,2,5,4,1,1,4,1,2,2,1,1,3,2,1,1,4,3,1,2,6,53.6994758635241,29,33,31,26,52,25,197.699475863524,44
19,1,0,1,0,15,0,5,4,4,3,5,5,3,2,5,1,4,5,3,4,4,2,5,4,5,4,3,2,3,4,5,2,4,1,4,5,2,3,2,5,4,3,2,4,5,5,4,3,4,3,4,5,3,4,2,4,3,3,4,5,4,4,3,3.16158512171715,2,4,3,4,4,2,2,2,3,3,3,5,3,3,3,4,3,49.1615851217171,38,26,40,25,43,34,212.161585121717,51.1615851217171
18,0,0,1,0,15,0,5,5,5,4,3,3,3,3,3.55490933571938,1,1,5,6,4,3,4,5,3,3,3,4,4,4,2,2,6,6,6,6,1,2,2,3,3,4,4,4,5,3,3,5,2,2,2,2,1,3,4,3,4,4,4,4,3,3,3,2,2,1,6,5,5,3,6,4,2,4,5,1,3,5,3,3,5,2,45,36,27.5549093357194,48,24,40,37,217.554909335719,43
20,1,0,2,4,15,0,5,3,4,4,3,6,3,2,4,2,4,4,3,3,3,2,4,5,3,3,3,3,3,5,3,4,4,3,4,4,2,3,4,4,4,4,5,4,3,3,4,4,5,3,4,4,4,4,3,3,3,4,5,4,3,4,4,3,3,3,4,4.26835875218413,4,3,1,3,2,2,3,2,2,3,2,3,2.73164124781587,42,36,25,44,26,51.2683587521841,25.7316412478159,198.731641247816,52
18,0,1,6,1,16,0,4,2,5,6,5,6,6,4,4,1,5,3,2.28342044034246,2,4,1,2,4,6,5,1,6,3,5,6,2,5,1,2,1,2,3,6,3,6,6,6,6,6,5,5,4,4,2,3,4,6,4,1,4,3,5,4,5,4,4,4,1,2,1,2,4,4,6,1,4,3,2,5,1,3,3,3,3,3,47.2834204403425,38,35,40,34,46,31,225.283420440342,58
