Age,Gender,Ethnicity,race_white,NonHWhite2,Race,Race_TEXT,Marital,Education,Income,AAQ_Total,MEAQ_DisDeval,MEAQ_BA,MEAQ_DisSup,MEAQ_RepDenial,MEAQ_Pro,MEAQ_DisTol,MEAQ_Total,FFMQ_Observe,FFMQ_Describe,FFMQ_Act,FFMQ_Nonjudge,FFMQ_Nonreact,FFMQ_Total,PANAS_NegAffect,BFI_N,BFAS_N,BFAS_N_Volatility,BFAS_N_Withdrawal,PANAS_PosAffect,BFI_O,BFAS_O,BFI_E,BFAS_E,BFI_A,BFAS_A,BFI_C,BFAS_C,AAQ_1i,AAQ_2i,AAQ_3i,AAQ_4i,AAQ_5i,AAQ_6i,AAQ_7i,FFMQ_1i,FFMQ_2i,FFMQ_3i,FFMQ_4i,FFMQ_5i,FFMQ_6i,FFMQ_7i,FFMQ_8i,FFMQ_9i,FFMQ_10i,FFMQ_11i,FFMQ_12i,FFMQ_13i,FFMQ_14i,FFMQ_15i,FFMQ_16i,FFMQ_17i,FFMQ_18i,FFMQ_19i,FFMQ_20i,FFMQ_21i,FFMQ_22i,FFMQ_23i,FFMQ_24i,FFMQ_25i,FFMQ_26i,FFMQ_27i,FFMQ_28i,FFMQ_29i,FFMQ_30i,FFMQ_31i,FFMQ_32i,FFMQ_33i,FFMQ_34i,FFMQ_35i,FFMQ_36i,FFMQ_37i,FFMQ_38i,FFMQ_39i,meaq6ir,meaq12ir,meaq18ir,meaq23ir,meaq24ir,meaq29ir,meaq30ir,meaq37ir,meaq43ir,meaq48ir,meaq53ir,meaq57ir,meaq62ir,MEAQ_1i,MEAQ_2i,MEAQ_3i,MEAQ_4i,MEAQ_5i,MEAQ_6i,MEAQ_7i,MEAQ_8i,MEAQ_9i,MEAQ_10i,MEAQ_11i,MEAQ_12i,MEAQ_13i,MEAQ_14i,MEAQ_15i,MEAQ_16i,MEAQ_17i,MEAQ_18i,MEAQ_19i,MEAQ_20i,MEAQ_21i,MEAQ_22i,MEAQ_23i,MEAQ_24i,MEAQ_25i,MEAQ_26i,MEAQ_27i,MEAQ_28i,MEAQ_29i,MEAQ_30i,MEAQ_31i,MEAQ_32i,MEAQ_33i,MEAQ_34i,MEAQ_35i,MEAQ_36i,MEAQ_37i,MEAQ_38i,MEAQ_39i,MEAQ_40i,MEAQ_41i,MEAQ_42i,MEAQ_43i,MEAQ_44i,MEAQ_45i,MEAQ_46i,MEAQ_47i,MEAQ_48i,MEAQ_49i,MEAQ_50i,MEAQ_51i,MEAQ_52i,MEAQ_53i,MEAQ_54i,MEAQ_55i,MEAQ_56i,MEAQ_57i,MEAQ_58i,MEAQ_59i,MEAQ_60i,MEAQ_61i,MEAQ_62i,BFAS_1N,BFAS_6N,BFAS_11N,BFAS_16N,BFAS_21N,BFAS_26N,BFAS_31N,BFAS_36N,BFAS_41N,BFAS_46N,BFAS_51N,BFAS_56N,BFAS_61N,BFAS_66N,BFAS_71N,BFAS_76N,BFAS_81N,BFAS_86N,BFAS_91N,BFAS_96N,BFAS_2A,BFAS_7A,BFAS_12A,BFAS_17A,BFAS_22A,BFAS_27A,BFAS_32A,BFAS_37A,BFAS_42A,BFAS_47A,BFAS_52A,BFAS_57A,BFAS_62A,BFAS_67A,BFAS_72A,BFAS_77A,BFAS_82A,BFAS_87A,BFAS_92A,BFAS_97A,BFAS_3C,BFAS_8C,BFAS_13C,BFAS_18C,BFAS_23C,BFAS_28C,BFAS_33C,BFAS_38C,BFAS_43C,BFAS_48C,BFAS_53C,BFAS_58C,BFAS_63C,BFAS_68C,BFAS_73C,BFAS_78C,BFAS_83C,BFAS_88C,BFAS_93C,BFAS_98C,BFAS_4E,BFAS_9E,BFAS_14E,BFAS_19E,BFAS_24E,BFAS_29E,BFAS_34E,BFAS_39E,BFAS_44E,BFAS_49E,BFAS_54E,BFAS_59E,BFAS_64E,BFAS_69E,BFAS_74E,BFAS_79E,BFAS_84E,BFAS_89E,BFAS_94E,BFAS_99E,BFAS_5O,BFAS_10O,BFAS_15O,BFAS_20O,BFAS_25O,BFAS_30O,BFAS_35O,BFAS_40O,BFAS_45O,BFAS_50O,BFAS_55O,BFAS_60O,BFAS_65O,BFAS_70O,BFAS_75O,BFAS_80O,BFAS_85O,BFAS_90O,BFAS_95O,BFAS_100O,BFI07,BFI17,BFI22,BFI32,BFI42,BFI02r,BFI12r,BFI27r,BFI37r,BFI03,BFI13,BFI28,BFI33,BFI38,BFI08r,BFI18r,BFI23r,BFI43r,BFI01,BFI11,BFI16,BFI26,BFI36,BFI06r,BFI21r,BFI31r,BFI04_N,BFI14_N,BFI19_N,BFI29_N,BFI39_N,BFI09r_N,BFI24r_N,BFI34r_N,BFI05,BFI10,BFI15,BFI20,BFI25,BFI30,BFI40,BFI44,BFI35r,BFI41r,PANASX_11_NA,PANASX_18_NA,PANASX_26_NA,PANASX_32_NA,PANASX_34_NA,PANASX_38_NA,PANASX_40_NA,PANASX_42_NA,PANASX_44_NA,PANASX_50_NA,bfas1n_r,bfas16n_r,bfas21n_r,bfas36n_r,bfas41n_r,bfas56n_r,bfas71n_r,bfas76n_r,bfas2a_r,bfas17a_r,bfas32a_r,bfas37a_r,bfas52a_r,bfas62a_r,bfas67a_r,bfas77a_r,bfas82a_r,bfas87a_r,bfas97a_r,bfas8c_r,bfas13c_r,bfas23c_r,bfas33c_r,bfas48c_r,bfas53c_r,bfas68c_r,bfas78c_r,bfas83c_r,bfas93c_r,bfas14e_r,bfas24e_r,bfas29e_r,bfas34e_r,bfas49e_r,bfas54e_r,bfas64e_r,bfas79e_r,bfas99e_r,bfas15o_r,bfas45o_r,bfas50o_r,bfas55o_r,bfas60o_r,bfas80o_r,bfas85o_r,bfas90o_r,PANASX_1,PANASX_2,PANASX_3,PANASX_4,PANASX_5,PANASX_6,PANASX_7,PANASX_8,PANASX_9,PANASX_10,PANASX_12,PANASX_13,PANASX_14,PANASX_15,PANASX_16,PANASX_17,PANASX_19,PANASX_20,PANASX_21,PANASX_22,PANASX_23,PANASX_24,PANASX_25,PANASX_27,PANASX_28,PANASX_29,PANASX_30,PANASX_31,PANASX_33,PANASX_35,PANASX_36,PANASX_37,PANASX_39,PANASX_41,PANASX_43,PANASX_45,PANASX_46,PANASX_47,PANASX_48,PANASX_49,PANASX_51,PANASX_52,PANASX_53,PANASX_54,PANASX_55,PANASX_56,PANASX_57,ffmq12ir,ffmq16ir,ffmq22ir,ffmq8ir,ffmq13ir,ffmq18ir,ffmq23ir,ffmq28ir,ffmq34ir,ffmq38ir,ffmq3ir,ffmq10ir,ffmq17ir,ffmq25ir,ffmq30ir,ffmq35ir,ffmq39ir,ffmq5ir,ffmq14ir,F1_2Factor,F2_2Factor,F1_3Factor,F2_3Factor,F3_3Factor,F1_4Factor,F2_4Factor,F3_4Factor,F4_4Factor,F1_5Factor,F2_5Factor,F3_5Factor,F4_5Factor,F5_5Factor,F1_6Factor,F2_6Factor,F3_6Factor,F4_6Factor,F5_6Factor,F6_6Factor,F1_7Factor,F2_7Factor,F3_7Factor,F4_7Factor,F5_7Factor,F6_7Factor,F7_7Factor,F1_8Factor,F2_8Factor,F3_8Factor,F4_8Factor,F5_8Factor,F6_8Factor,F7_8Factor,F8_8Factor,AAQ_Meanif4,MEAQTotal_Meanif50,FFMQTotal_Meanif25,BFAS_N_Meanif10,PANAS_NA_Meanif7,BFI_Meanif5
48,1,2,1,2,5, ,5,6,2,7,19,11,16,20,21,61,103,12,38,40,40,22,152,10,13,32,22,10,41,48,89,37,92,43,83,41,80,1,1,1,1,1,1,1,1,5,1,5,1,1,5,1,4,1,1,1,1,1,2,1,1,1,5,1,5,1,1,1,1,4,4,1,1,1,1,4,1,1,1,1,5,1,1,1,1,1,1,2,1,1,1,1,2,1,4,1,1,1,3,1,4,6,1,1,6,1,5,6,1,1,1,3,1,6,1,1,1,1,6,5,1,1,1,1,6,6,1,1,3,3,1,6,6,1,1,1,6,1,6,1,1,1,3,5,1,1,1,1,6,5,1,1,3,1,1,1,1,6,5,5,1,5,5,5,1,5,5,1,1,5,1,1,5,1,1,1,1,1,2,4,1,1,3,4,1,1,3,1,1,5,2,1,4,1,1,1,5,1,5,1,1,4,1,5,1,4,5,3,1,1,5,4,4,1,1,1,1,1,3,5,1,5,1,1,1,4,4,1,1,5,1,4,5,1,5,3,4,1,5,5,1,3,5,3,5,3,1,1,1,2,5,5,5,1,1,1,5,1,5,5,5,4,4,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,2,5,5,1,5,1,1,1,1,1,2,5,5,4,4,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,3,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,1,5,1,1,4,1,5,1,4,3,3,4,1,1,4,1,1,1,3,1,1,5,1,4,1,1,5,3,1,1,4,5,4,5,5,1,1,1,1,1,4,1,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,-2.35269923096688,-.686728962544356,-1.13969071045151,-1.5091086880282,-2.30727885411005,-1.31610366980428,-1.51025145030777,-2.29307041320196,.00719857525050487,-1.28294618404957,-2.21239012997901,-1.16679063818009,-.166980585128342,-1.47173431281847,-1.14915532126381,-1.64196784033245,-2.19231619843705,-.697714463919712,-.826568341688837,-.683202896057838,-1.79248810649265,-.678294578559658,-2.30425499512535,-1.43281914841427,-.233255413855142,-.733411584575042,1.17050391672055,-.562732687958374,-2.20452225442613,-1.65862675545243,-1.31478778863227,.248221761969257,.502978675783647,-.0321035430650023,-1.92372843054122,1,1.66129032258065,3.8974358974359,1.6,1,1.625
49,1,2,1,2,5, ,1,5,2,21,39,34,21,40,23,35,199,28,24,24,25,21,122,10,23,51,24,27,19,29,61,26.0004828211598,60,29,61,29,60,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,3,4,3,2,2,3,3,3,3,4,2,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,3,3,3,3,3,3,3,3,4,3,3,4.00048282115983,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,4,1,2,1,1,3,3,3,1,3,1,1,3,1,1,3,1,1,1,3,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,.942144534441577,1,1,1,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,-.320739710037145,.571753085485302,.0694530506406505,.640698126875492,-.907971395393522,-.166993588572885,.569250646307837,-.544126757277776,-.922166701425642,-.221186259613961,-.632611036841536,.323975754100007,-.835529418606947,.779179109857112,-.136957396170162,.52500974869222,-.710452543728789,-.563201044726263,.89220937124869,-.339576718186036,.452925025784231,-.101918760709423,-.683400204258337,-.368933029633128,-.555617559490845,.876740972204643,.212221982629646,-.147722200271484,-.721726696343225,.251340978834887,-.559078183218912,-.396910890583001,-1.18837514499049,.584497407908488,.431689148193927,3,3.20967741935484,3.12820512820513,2.55,1,2.875
41,2,2,1,2,5, ,1,6,1,14,54,25,35,20,9,54,166,27,39,40,29,19,154,10,14,43,27,16,37,31,83,21,58,37,90,35,80,1,1,1,1,4,5,1,3,5,3,3,1,3,5,1,1,3,3,1,1,1,3,1,3,1,3,3,4,2,1,2,2,4,5,1,3,2,4,5,3,1,2,4,5,1,3,1,2,2,2,3,2,2,2,2,3,2,2,2,4,6,6,1,1,6,3,1,6,1,1,5,4,1,5,5,2,5,4,3,1,5,5,4,4,3,3,1,5,5,3,4,5,5,1,1,5,4,1,5,1,1,5,3,2,3,1,4,1,5,1,1,5,6,4,1,5,1,1,1,6,5,5,4,1,1,3,1,1,3,5,2,5,5,1,4,5,3,1,3,1,1,1,3,3,1,4,3,1,1,5,4,1,5,1,1,4,1,1,1,4,1,4,1,1,3,2,3,1,3,5,1,1,2,3,1,2,2,1,4,1,3,3,3,3,3,5,5,5,1,4,4,4,3,1,2,5,2,3,3,4,1,3,5,5,5,4,4,2,5,2,1,1,1,4,4,4,1,1,1,3,5,4,2,4,4,4,5,4,5,5,5,4,5,4,4,4,2,2,5,5,3,2,2,3,2,2,2,1,2,1,4,1,2,2,1,2,2,3,2,2,5,2,5,3,5,1,1,1,1,1,1,1,1,1,1,1,5,3,3,1,1,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,3,1,1,1,2,2,5,4,5,1,4,5,5,5,5,5,5,4,1,4,1,1,3,1,2,1,4,5,5,1,2,1,4,1,1,1,4,1,1,4,1,3,1,2,4,3,1,1,4,2,3,4,4,1,4,1.78010425829412,1,1,4,1,3,4,1,4,5,5,4,5,5,5,5,5,5,5,3,3,3,4,4,4,3,5,5,-.777246844707241,-1.13158291872661,-.705107253987049,-1.58140878785277,.0306874138221018,-.66095995741496,-1.60743423537107,-.152806838603859,.795819126512295,-.608433161052045,-.0234459633230045,-1.2403866263629,.602288166387796,-1.58572176741299,-.507185781760987,-1.61459451147811,.0325061745571105,.0964095564414502,-1.27507199265598,-.453305932217467,-1.59157459827849,-.208748918025934,-.0869426711244239,-.819563316924942,.385292100448444,-1.21322641899972,.479710775469389,-.245583295512335,-.168641603872745,-1.89573572014594,-1.16292727547536,.942435216719185,.616875980385204,-.68486330547101,-.209908870799885,2,2.67741935483871,3.94871794871795,2.15,1,1.75
29,2,2,1,2,5, ,1,5,2,38,66,41,40,34,27,24,261,26,23,20,12,11,92,24,35,91,49,42,20,28,49,22,52,35,73,18,62,5,5,6,5,7,5,5,2,4,5,1,5,4,3,4,2,5,3,4,3,5,3,2,4,5,2,4,1,3,2,2,5,4,3,2,1,4,2,1,2,3,3,4,3,4,5,3,6,5,5,5,5,4,5,6,6,3,5,4,4,6,6,2,5,4,3,4,6,3,4,1,6,3,6,1,5,2,6,4,2,6,2,2,4,4,4,6,2,3,6,3,6,4,5,5,2,6,5,6,2,3,1,6,4,1,1,1,2,4,3,1,4,6,3,3,2,4,4,1,5,3,1,5,4,1,4,5,5,1,1,4,5,1,5,5,1,1,3,5,3,5,3,2,3,1,5,3,1,1,3,3,2,3,2,3,3,3,1,4,4,1,2,3,5,5,3,1,3,2,3,2,3,5,3,1,1,2,3,2,1,4,1,3,4,3,4,3,3,1,4,2,3,1,3,2,2,1,1,1,3,1,3,5,4,2,1,4,1,5,4,5,5,4,1,5,2,5,3,1,1,2,3,5,4,5,2,3,5,4,4,3,2,3,2,1,2,3,1,1,4,1,3,3,3,2,4,2,2,5,5,4,4,5,5,5,2,3,3,5,3,3,3,1,1,4,5,1,3,2,2,2,2,2,1,4,5,5,2,5,5,5,5,5,3,5,5,5,4,4,3,3,5,2,5,3,1,3,3,4,3,5,4,3,5,2,2,3,3,4,3,3,5,5,2,2,1,1,2,1,3,5,2,3,2,1,4,1,4,3,2,1,1,3,1,3,2,1,4,1,2,2,1,5,1,3,1,2,4,2,1,5,3,1,2,1,1,1,2,1,1,1,2,2,1,1,3,1,1,2,4,3,2,3,1,4,4,3,2,1,1,2,1,2,3,1,1,1,1.48611207286711,1.9190534351454,2.32992046827947,.952273042353722,.977040473572319,2.22652201832064,.456463626073703,1.27489781160543,-1.44974978265224,2.20457742256574,1.22902576559893,-.062707010724497,-1.40234799563078,1.36540684685096,2.41299859054383,.744479169790552,1.10483871040458,-.700681965637715,1.15021199436845,.21133844726892,1.0629579311584,2.54468027148822,1.33864926739976,1.18285160970793,-.93802363351388,1.13039591507464,-1.31674550906196,2.4757933719738,1.23226462928927,.964593699649127,.842818712230252,-1.07196481614407,-1.5070269037799,-.838691195510361,2.18700092120185,5.42857142857143,4.20967741935484,2.35897435897436,4.55,2.4,4.375
26,1,2,1,2,5, ,5,6,1, , , , , , , , ,26,27,27,24,23,127, , ,58,25,33, , ,62, ,52, ,58, ,50, , , , , , , ,2,5,3,2,4,5,3,2,3,5,3,2,1,3,3,4,2,2,5,3,3,5,4,2,2,5,5,2,4,2,2,2,4,3,5,3,5,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,4,5,4,5,4,5,2,5,4,1,2,1,4,4,3,5,4,4,4,4,3,4,1,4,5,3,4,3,2,2,4,2,2,2,5,3,1,5,3,3,1,5,2,2,2,2,5,2,1,3,4,4,3,4,3,4,2,2,1,5,3,3,4,4,3,1,4,1,4,1,2,2,5,5,2,4,4,4,4,2,5,2,3,3,5,4,2,2,5,3,4,3,4,2,4,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2,1,2,1,2,5,2,2,3,2,1,3,4,2,4,4,1,5,3,3,1,4,1,4,2,3,2,2,1,3,2,2,2,5,5,1,2,4,2,4,4,1,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2,1,4,5,4,2,4,3,3,3,1,4,4,4,1,4,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.25641025641026,2.9, , 
39,1,2,1,2,5, ,1,6,4,10,28,23,17,25,20,51,139,33,32,25,39,25,154,12,14,36,20,16,34,48,98,19,59,34,60,28,67,2,2,2,1,1,1,1,3,4,1,4,3,5,4,3,3,1,4,2,3,1,4,2,2,3,3,4,4,2,2,4,1,4,4,3,4,1,5,4,3,3,1,4,4,3,1,2,3,2,2,2,2,3,2,2,5,2,2,2,2,1,2,2,2,5,2,2,4,2,4,4,2,2,3,4,4,5,2,2,2,2,5,5,1,2,2,2,5,4,1,2,2,3,1,3,5,4,2,2,2,2,5,2,3,2,2,2,1,2,2,2,5,2,3,2,5,1,1,1,5,5,1,1,1,3,4,1,1,4,5,2,1,4,1,1,4,2,1,2,1,2,3,3,2,2,2,4,4,2,2,3,4,4,4,2,2,2,3,2,4,4,4,3,3,4,3,3,3,3,4,3,2,4,3,2,4,3,4,3,3,4,3,4,3,3,4,2,5,2,3,3,3,2,2,2,4,3,4,2,4,3,5,5,1,5,5,5,5,5,1,1,1,1,5,4,4,1,1,1,5,5,4,3,4,4,4,4,4,3,4,4,4,4,4,3,2,2,3,2,2,4,2,2,3,2,2,2,2,2,2,2,2,1,2,1,4,5,5,5,5,5,5,5,4,5,2,1,1,1,1,1,2,1,1,1,5,3,2,2,1,2,2,4,3,4,2,4,2,2,4,4,3,4,2,3,3,3,3,3,4,4,3,2,3,3,2,4,1,3,3,4,3,3,5,5,5,5,5,5,5,5,3,1,3,1,2,2,2,4,1,4,2,3,4,1,1,4,2,1,1,4,1,5,4,1,2,1,1,4,3,1,2,3,3,2,4,3,1,3,1,1,1,3,1,3,4,1,5,4,4,4,3,3,3,4,3,3,3,5,5,4,5,5,5,5,3,5,-1.39501089245452,-.654800531971221,-1.07463081181219,-.692605971810142,-1.40100381682876,-1.05361655770094,-.473089914397239,-1.58852001133868,.488504674173557,-1.12647161206089,-1.67562278150419,-.534405431277556,.594424018208295,-.0409917795777899,-1.04042283533454,-.47412341510165,-1.74305318096993,.81242180685223,-.00119084408582288,-.770479938474285,-.558443064818745,-1.0365977261094,-1.75151714209727,-1.0815643698439,.937282677703531,.00057851405858151,.437718902866349,-.999688802600138,-1.68699295047528,-.348862881691166,-.943243637169354,.964162180200077,.150547464663936,.180284179132905,-1.16975877860016,1.42857142857143,2.24193548387097,3.94871794871795,1.8,1.2,1.75
24,2,2,1,2,5, ,1,6,1,27,58,37,27,34,27,42,218,26,30,27,23,17,123,21,34,82,46,36,28,39,74,33,79,22,55,32,64,4,4,5,3,4,4,3,2,3,3,2,3,4,4,3,2,3,3,2,3,3,3,2,4,2,3,3,2,2,2,3,3,3,4,3,2,3,4,4,3,2,4,4,3,3,2,2,3,4,5,3,2,2,5,4,4,2,4,2,5,5,3,2,3,5,3,2,4,1,5,4,5,2,4,4,4,3,4,5,4,4,2,4,5,2,4,1,5,5,6,2,4,2,4,5,2,6,4,4,2,4,3,6,4,5,4,3,2,3,5,1,5,6,3,2,3,2,3,1,5,5,2,5,4,1,2,4,2,1,1,4,4,1,4,5,2,1,4,4,1,4,4,4,2,4,4,2,2,4,2,2,2,2,2,4,4,2,2,4,2,5,5,2,4,4,4,3,4,2,2,1,2,5,4,1,2,4,4,2,4,5,5,4,4,5,4,1,4,4,4,2,2,2,2,4,4,1,5,4,5,1,4,4,1,4,4,5,4,4,4,4,2,4,2,2,5,1,1,2,4,3,2,2,4,2,4,2,2,2,2,4,5,4,4,5,2,4,2,2,5,2,2,5,5,4,5,5,4,5,4,4,2,5,5,5,4,5,4,4,4,4,4,2,4,4,3,2,3,2,2,2,1,2,2,2,4,5,4,5,5,5,4,5,2,2,4,2,4,4,2,4,4,2,1,4,2,2,2,5,4,5,2,2,2,2,2,5,2,4,4,4,5,5,5,2,2,4,2,5,5,4,3,2,4,2,3,2,2,3,2,4,3,2,2,2,3,3,3,2,1,4,2,2,3,3,2,2,3,2,3,2,3,3,2,2,3,2,2,2,2,2,1,4,1,2,3,2,3,4,4,4,3,3,4,4,3,4,3,3,3,2,3,3,2,4,3,3,.570293176214202,1.07014669000583,1.40315568178302,.122781757713062,.352529376240012,1.42969377868907,-.158650768010821,.365411521748059,-.573835771003589,1.42791883547515,.352626893130651,-.394210185707232,-.572397539696706,.479350812869097,1.5326271739683,.0386347342332115,.256756607789477,-.187504714558693,.417886802259681,.271395378140483,.20317625573294,1.90376164828339,.360843027372512,.612415276749157,-.196598894184053,.410209538911642,-.400074433287274,1.89002318097622,.328506336132854,.157785110597219,.470643987848334,-.190983155218682,-.666167060886823,-.456152370096009,.903991493618912,3.85714285714286,3.51612903225806,3.15384615384615,4.1,2.1,4.25
39,1,1,1,1,5, ,1,5,4,7,32,19,41,15,7,64,127,28,35,40,37,28,168,10,8,21,11,10,43,42,91,33,92,42,83,44,81,1,1,1,1,1,1,1,3,4,1,4,1,3,4,1,4,3,3,1,1,1,4,1,1,1,4,3,4,1,1,4,2,4,4,1,4,1,4,4,4,1,1,4,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,4,3,5,1,1,6,2,2,6,1,1,6,1,1,6,3,1,4,6,4,1,6,6,6,3,2,6,1,6,6,1,1,6,6,1,1,6,1,1,6,1,1,6,2,1,1,1,6,1,1,1,1,6,1,1,1,6,1,1,1,4,6,5,1,1,5,5,1,1,4,5,1,1,5,1,1,5,5,1,1,1,1,3,4,4,3,4,1,1,1,4,3,1,5,1,1,5,1,1,1,2,1,5,2,1,4,1,5,1,3,5,4,1,3,3,3,5,3,1,3,1,3,5,5,1,5,1,1,1,4,5,2,1,4,1,4,5,3,5,4,5,2,5,5,1,5,5,3,4,5,1,1,1,2,5,4,5,3,1,3,5,5,4,5,4,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,3,5,5,4,5,3,3,5,1,1,1,1,1,1,1,1,4,4,5,4,5,5,4,5,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,3,5,5,5,5,5,5,5,5,5,4,5,5,5,2,5,3,3,5,5,5,5,5,5,4,5,5,3,4,5,5,5,5,4,3,5,3,5,1,4,1,1,3,1,5,1,4,5,4,4,1,1,5,1,1,1,5,1,1,4,1,4,1,1,4,4,1,1,4,4,4,4,5,1,5,1,1,1,5,1,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,-1.4245334233224,-2.02420431412137,-1.95192863148517,-1.72737350968097,-.54949240093153,-1.85444961419217,-1.43433708879289,-.865028612305551,1.49568120515621,-1.75534787485455,-.694715970313817,-.664363352805252,1.25498888659455,-2.34446696983191,-1.83427901410367,-1.61860479001327,-.510753949070466,.0609445645540017,-2.0953434465478,-.431237044155358,-1.74567221236761,-1.93653301892423,-.698554549944728,-1.10931292941176,.307670380113572,-2.02039082089409,.730267839256069,-1.93215888241222,-.765116685985349,-1.95556111332284,-1.22214756802515,.79737594287909,1.79210531446507,-.340056934831443,-1.17768149724545,1,2.04838709677419,4.30769230769231,1.05,1,1
50,2,2,1,2,5, ,1,4,3,17,53,31,29,25,12,56,171,33,33,35,26,23,150,10,14,44,19,25,33,41,81,29,73,45,88,45,82,2,2,2,1,4,4,2,4,5,2,3,2,4,4,1,3,3,4,2,2,2,4,2,2,2,4,5,4,2,2,3,4,4,4,1,3,3,4,4,3,2,3,4,4,1,3,2,1,3,2,2,2,2,1,2,3,2,2,1,4,4,4,2,2,5,3,3,4,2,2,6,5,2,3,2,2,4,5,4,3,5,5,5,5,2,5,1,5,5,5,1,4,5,2,2,6,3,5,4,2,1,5,4,3,3,1,4,1,2,2,2,5,5,2,2,5,3,3,1,4,6,3,1,2,4,4,2,2,4,3,2,3,4,2,2,3,4,3,2,2,2,2,4,4,1,4,4,2,1,4,4,2,4,1,1,5,1,1,2,5,2,5,1,1,4,1,4,2,4,5,2,1,2,4,2,4,2,2,4,2,2,5,3,1,3,1,3,3,3,5,2,4,4,1,3,4,2,4,3,4,5,5,5,2,4,4,4,4,5,3,2,2,2,4,2,4,2,2,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,1,5,3,3,4,3,2,2,2,2,1,1,1,4,5,4,4,4,4,4,5,3,4,1,1,1,1,1,1,1,1,1,1,3,2,2,2,3,2,3,2,4,5,4,5,4,5,5,5,5,4,4,5,5,5,4,4,5,4,4,4,4,5,5,3,3,4,2,5,4,1,4,3,4,4,4,4,4,4,4,1,4,2,1,1,1,4,1,4,4,4,2,1,2,3,1,2,1,3,1,2,4,1,2,2,2,3,3,2,1,2,2,3,3,3,1,3,2,1,2,3,1,4,4,1,4,4,4,4,5,4,4,4,5,4,5,4,3,4,2,3,3,3,4,4,-.31417754468458,-1.06631334582475,-.796669339749391,-.894788496703172,.320614559887824,-.644186751320669,-.741367392901995,.0166363112916397,1.04327102055866,-.592798656585496,.12212035835769,-.374577100795253,.928471899023467,-1.16589150263242,-.590376215622021,-.738512733647096,.222751701193659,.356660987918229,-1.3075647466862,-.326063486123908,-.723321694394996,-.718320214024909,.167619988292427,-.41527390945172,.404693784185809,-1.2722289056414,-.0429765601592441,-.798199068570014,.000890211395693233,-1.10626718281415,-.796894260468737,.752640883360982,.843139518077573,-.488095702367393,.444144342176291,2.42857142857143,2.75806451612903,3.84615384615385,2.2,1,1.75
